name,description,channel_id,date_subscribed
limpbizkit,"The original line-up of Fred Durst, Wes Borland, Sam Rivers, John Otto, and DJ Lethal are back from an eight year hiatus to bring their world back to ours. Fred Durst and Wes Borland said in a joint statement:
""We decided we were more disgusted and bored with the state of heavy popular music than we were with each other. Regardless of where our separate paths have taken us, we recognize there is a powerful and unique energy with this particular group of people we have not found anywhere else. This is why Limp Bizkit is back.""
The guys will kick off a world tour in the Spring on the overseas festival circuit with headline shows sprinkled in throughout Eastern Europe and Europe, selected dates include, in late May, Russia, Ukraine, and the Baltic countries where Limp Bizkit has never played before despite huge demand, along with major festivals like Rock Am Ring and Rock Im Park in Germany, more dates to be announced shortly. A new album, which would be the original group's first full",UCUPvo-jwM02Fp-vigFEiG2A,2018-04-16T01:05:19.101211Z
DIY Perks,"I'm Matt, and here on DIY Perks you'll find plenty of interesting projects on a variety of topics!

Want help with a project? The official forum is a perfect place to start! Don't forget to help others out with your knowledge, too! https://forum.diyperks.com

We also have a live-chat Discord server so you can talk DIY to like-minded individuals! Check it out! https://discord.gg/diyperks

If you need to get in touch with Matt directly for sponsorship enquiries, fan mail, or just to say 'hi' (no project questions please) then send an email to diyperks@gmail.com",UCUQo7nzH1sXVpzL92VesANw,2022-03-07T06:18:46.837855Z
Be Jangara,"Hey, I’m Jangara.
With 10+ years in content creation and communication, I simplify how businesses can use AI to create with ease.
I train teams to create smarter with AI and offer workshops, corporate trainings, and event moderation.

Here, you'll learn:
✨ How to create high-quality content with less effort
✨ Practical AI tools that make your workflow 10x easier
✨ Strategies for consistency, storytelling, and visibility
✨ Systems that help you grow your brand while living your life
✨ The mindset and identity of a powerful, confident digital creator

My mission is simple:
To help you become the most creative, efficient, and unapologetic version of yourself online, while building a brand you're proud of.

If you're ready to create content with clarity, confidence, and a little bit of magic…
Subscribe to Be Jangara.",UCUdbrCWP-Hl_0YIVfdazuEw,2017-09-10T08:06:28Z
DuchessGabrielle,"DIY enthusiast with an informed, hands-on approach to skin and hair care.  The duchess of concoctions reigns here....Growing out my light density 4c hair and enjoying the discoveries along the way.",UCUiRFDMX84EkgiPnkX-aEAg,2017-01-24T21:39:49Z
Bad Days,"Bad Days is BACK and the chaos is bigger than ever! 🚀

It all started on Stan Lee’s World of Heroes, where our favorite heroes (and villains) had some of their worst days ever. From Hulk losing his cool to Spider-Man stuck in sticky situations, nothing was safe from a little animated mayhem.

Now, after 8 years, we’re smashing back onto your screens with new Bad Days episodes every month! Expect over-the-top adventures, ridiculous plot twists, and plenty of “wait… what just happened?” moments.

Whether you’ve been here since the World of Heroes days or you’re just joining the fun, welcome to the ultimate place where even the mightiest heroes can’t catch a break.",UCUk5dqZKR9c26LeMaTi_PfA,2014-06-05T12:20:35Z
Bring Me The Horizon,"Bring Me The Horizon on Vevo - Official Music Videos, Live Performances, Interviews and more...",UCUmC7gXciukRv73CQRQ5QGQ,2018-04-07T12:52:41.815119Z
mgk,,UCUs8sGiP4avNaYNVO22INhQ,2017-02-27T22:10:06Z
Rare View Podcast ,"Welcome to The Rare View Podcast, your go-to show for navigating the twists and turns of your twenties! Hosted by the vibrant and opinionated Reachel Anita, this podcast is all about empowering young women and offering invaluable guidance as they journey through this transformative decade of life.

Reachel Anita brings her unique perspective and energetic spirit to each episode. The Rear View Podcast isn't just a show; it's a community. Reachel Anita actively engages with her audience, encouraging listeners to share their thoughts, ask questions, and connect with each other. Follow us on social media to stay updated on new episodes, participate in discussions, and join our empowering community of young women.

Ready to take a closer look at your twenties and steer your life in the right direction? Subscribe to The Rare View Podcast and never miss an episode. Each week, Reachel Anita brings you the wisdom, encouragement, and actionable advice you need to navigate with confidence.",UCUui5BizqFFHMRer5BIJxdA,2024-08-01T10:55:54.283054Z
Damian Marley,"Official YouTube channel for Damian ""Jr. Gong"" Marley.",UCV0TnBGv6txr79Oiwtmsm-g,2018-04-20T23:28:44.523615Z
SCAR MKADINALI,FOR REAL,UCV3NPez4KL6ij6VELVwaWpQ,2023-09-02T20:59:33.964613Z
AJ+,"AJ+ is a global news community for the connected generation. We highlight human struggles and achievements, empower impassioned voices, and challenge the status quo.",UCV3Nm3T-XAgVhKH9jT0ViRg,2015-11-19T12:03:00Z
Saruni Maina,"Smartphone and Gadget Reviews, from an African perspective.",UCV5dQU6KsC1Y9uLamzUxObA,2016-10-25T09:11:40Z
Diaper Mentality,"In comparison to other countries, Kenya is considered a ""young"" nation. Unfortunately, some of our countrymen and women take this compliment literally, and behave like the little ones. Just like children, they do their 'business' in public which is embarrassing to them and those around them. Hence the title, 'Diaper Mentality' as diapers come in handy, and shields them from making embarrassing displays. 

Many Kenyan adults, in spite of their age, display a 'diaper mentality'. They seem unable or unwilling to take charge of their lives, or act responsibly -- be it in their personal/public affairs, or even taking up their civic responsibility -- even when the consequences of their actions are detrimental to their well-being; while it is well within their power to act differently and achieve a more positive outcome. The most common being accepting a bribe for a vote, then spend five years complaining about the ineptitude of the leaders put in place.",UCV5om8NiKG4Iy2y-UqiJ4cQ,2016-01-23T13:17:30Z
Data Professor,"Data Science, Machine Learning, Bioinformatics, Research and Teaching are my passion. The Data Professor YouTube channel is an extension of my passion in helping students and data enthusiast learn about Data Science and how it can be used to make sense of data. This channel provides Data Science contents consisting of explainer videos and practical tutorials.

Chanin Nantasenamat, Ph.D. was an Associate Professor of Bioinformatics at a Research University where he led a research laboratory that harnesses data science for unraveling the hidden knowledge of big data in medicine. Chanin has more than 15 years of experience in data science (as applied to bioinformatics) and has published more than 160 research articles, review articles and book chapters.

If you are fascinated about data science, it would mean the world to me if you would consider subscribing to this channel (by clicking the link below):
http://bit.ly/dataprofessor

รศ.ดร.ชนินทร์ นันทเสนามาตร์",UCV8e2g4IWQqK71bbzGDEI4Q,2020-07-02T15:36:40.99611Z
Neema Jodie,,UCVBME_B8ZSbHe-egVM_WxHA,2017-09-06T22:21:21Z
will i am,"Welcome to will.i.am's official personal YouTube channel!  Subscribe for the latest updates and bonus tracks, remixes and exclusive live streams.

will.i.am, born William Adams, is a Grammy Award winning musician, producer, fashion designer, technological guru, activist and philanthropist.  Known for his work with The Black Eyed Peas, who have sold 31 million albums and 58 million singles worldwide, he also works with some of the industry's biggest names including Michael Jackson, Rihanna, Usher, Nicki Minaj, Britney Spears, David Guetta, and film composer Hans Zimmer.",UCVCdOaiHD05nGQm9tf1SEzw,2018-04-17T01:10:49.113579Z
SEWERSYDAA MKADINALI,"ManADriller



#NocturnalsEP just dropped. Goes for 1000ksh 
Call/app 0790252903 to get a copy.",UCVErDfoZe0Llbzue7ny13lg,2021-05-01T17:43:36.23372Z
Mike WiLL Made-It,"The official Youtube channel for super-producer Mike Will Made-It. The chart-topping Platinum-selling music producer and songwriter from Marietta, Georgia, has etched his name in the industry as a visionary creator. His groundbreaking collaborations with Gucci Mane, and distinctive sound, fusing 808s and melodic synths, reshaped trap music. His impact rippled through breakout hits with Future and 2 Chainz in 2011, and by 2014, he had a dozen certified Gold and Platinum records across Hip-Hop, R&B, and Pop (Miley Cyrus). In 2015, he executive produced Sremmlife which produced five multi-platinum singles. Their 2016 follow-up Sremmlife 2 yielded four more, including the chart-topping, 8x-platinum hit “Black Beatles,” and that same year Mike Will was behind the board on Beyonce’s Grammy-nominated single “Formation”. He scored his second Billboard #1 in 2017 with Kendrick Lamar’s “Humble”, which went on to win “Best Rap Song” a year later at the 60th Annual Grammy Awards.",UCVF2-EboCFl1f05Oq2z3SMQ,2020-03-16T23:57:07.13809Z
Flag42Kenya,,UCVFWE3mqB1CrpqojoTOjdEQ,2016-11-05T03:28:06Z
Band BeCa,"The extremely beautiful and talented duo that brought to you the Hit song BRATHE  are at it again with a new fresh song with perfect vocals and deep emotions that are assured to get anyone in their feelings. The Band Beca made up of two young talented ladies, Caroline Kamweru and Becky Sangolo currently signed under Naiboi Worldwide will be releasing a new track named KINDANINDANI, that is guaranteed to take you back to all those emotions you had during and after a breakup with the heart felt lyrics that make you miss your ex or want them back.The song is totally relatable as many people have unresolved feelings after breakups that keep them from moving on.",UCVJNMtubVC_HbFxq8Br4vaw,2016-09-25T21:12:02Z
MILCK,"MILCK, born Connie K. Lim, is a self proclaimed gentle rebel whose artistry and advocacy is fueled by her music. Her breakout anthem “Quiet” became a global sensation, championing women’s rights and resonating with movements around the globe. MILCK has collaborated with notable artists such as John Legend, Natasha Bedingfield, and LeAnn Rimes, blending soulful melodies with poignant, socially-conscious lyrics. Beyond her music, MILCK is expanding her creative reach into theater; La Jolla Playhouse has commissioned her to develop The Family Album, a powerful musical exploring themes of healing and family, set to premiere in early 2026. Dive into MILCK’s world, where music and activism unite to inspire and uplift.",UCVOL6yCyx-llAU25lAv45JA,2017-05-31T13:52:55Z
Ashyana,,UCVP9GJKqPz92JtmMPlzVsuw,2015-06-09T19:52:40Z
Shari Afrika,"Cafe Ngoma African Fusion Artist 2021/2022
Bene ha Elohim",UCVUXLr6RQDBOCVpnAPUyj0w,2019-01-24T18:13:44.678486Z
AlmazanKitchen,"World's #1 Outdoor & Foodporn Cooking Channel. Just cooking, no talking. 

Dive into the magical surroundings of Serbian forests and enjoy the most epic foodporn you will ever see!

Best recipes from the world in one place. Enjoy peaceful cooking on fire near incredible forests and rivers. 

Welcome!",UCVVAnxQ2YMC_qlc7QfPA2YQ,2017-11-10T11:16:15Z
Pitbull,"Welcome to Pitbull's official YouTube channel. Here you'll find all of his official music videos, behind the scenes, and everything that matters to Mr. Worldwide himself.  
Subscribe to the channel for your exclusive first look. Dále!

------

Bienvenidos al canal oficial de Pitbull en Youtube. Aquí encontrarán todos sus videos de música oficiales, detrás de cámaras, y todo lo relacionado a Mr. Worlwide. 
Suscríbete al canal para tener acceso exclusivo. Dále!",UCVWA4btXTFru9qM06FceSag,2019-12-16T01:03:52.178832Z
Context Matters,"Context Matters focuses on uncovering hidden global systems and power structures.

From the creators behind Economics Explained and The Red Line.",UCVWX3F3DrTvDKa0LRilQoQQ,2023-12-21T09:55:50.813185Z
Kitt Kiarie,,UCVaf_2OTeD0BT9HIsBYggOA,2021-03-22T19:10:52.85598Z
ArjanCodes,"On this channel, I post videos about programming and software design to help you take your coding skills to the next level. I'm an entrepreneur and a university lecturer in computer science, with more than 20 years of experience in software development and design. If you're a software developer and you want to improve your development skills, and learn more about programming in general, make sure to subscribe for helpful videos.

I post a video here every Friday. If you have any suggestion for a topic you'd like me to cover, just leave a comment on any of my videos and I'll take it under consideration.

Thanks for watching!",UCVhQ2NnY5Rskt6UjCUkJ_DA,2021-09-09T12:49:33.474343Z
NadiaRoseMusic,,UCVjGnx0I08jLI2U54gJoYvQ,2018-05-03T08:29:05.240435Z
C-Through Productions,,UCVnai_TUiDu9YXA6gnaHQeQ,2015-11-09T15:20:13Z
Wiz Khalifa,"Wiz Khalifa's Official YouTube Channel
Taylor Gang Ent.",UCVp3nfGRxmMadNDuVbJSk8A,2014-10-01T11:26:51Z
Ze Frank,"Shirts and merch! https://ze-true-store.myshopify.com/
https://www.patreon.com/truefacts",UCVpankR4HtoAVtYnFDUieYA,2020-05-02T19:15:41.775766Z
Mike Jones - Money Train LLC,"For Booking : moneytrainworldwide@gmail.com Contact : Money Train LLC 

Copy and paste each link below 

Instagram : https://instagram.com/where_mikejones

Twitch : https://www.twitch.com/datsmikejones

TikTok: https://www.tiktok.com/@moneytrainworldwide?

Facebook : https://Facebook.com/mikejonesofficial",UCVpz3nImVSQawFPqH1JmyAw,2016-06-01T18:36:17Z
Joey B,"Darryl Paa Kwesi Bannerman-Martin popularly known as Joey B musical influences include Wanlov, M3nsa, Drake, Kanye West and Kid Cudi.

Having toured Ghana, Europe, the U.K. and China recently, he is fast spreading his music and widening his fan base and it’s to no surprise that this trendsetter’s fashion sense has also influenced the youth.

In May 2015, Joey B signed as the first African artiste Adidas brand ambassador.

He quite recently released the first single “U x Me” off the upcoming debut album ’89’ which has topped music charts all over Ghana. 

Subscribe to my channel and like my videos.",UCVqCt1rXJG3D7QZNB3GfFBQ,2014-10-31T10:14:59Z
Enrique Iglesias,"Enrique Iglesias turns up the heat again on his tenth full-length album SEX AND LOVE. Boasting sizzling singles such as ""I'm A Freak"" featuring Pitbull, it's the Grammy Award-winning international superstar's sexiest work to date. He never fails to satisfy though. His overall sales surpass 100 million albums worldwide, making him one of the best-selling Spanish artists ever. His legacy includes five Top 5 singles on theBillboard Hot 100 with two landing at #1. He also boasts 13 number ones on theBillboard Dance Chart, which is the most for any male performer in the chart's history. In total, he's enjoyed seventy number ones across all Billboard charts. Plus, he holds the record for ""Most #1 Spanish Language Singles"" on the Hot Latin Tracks Chart with 23. Enrique doesn't plan on slowing down or stopping any time soon either. SEX AND LOVE is something that his audience wants—and even needs—and he's giving it right to them.",UCVttQE6tS_agDSAU61Q65aA,2018-04-05T12:21:02.424335Z
Beghast,We do video essays on stuff we find interesting.,UCVuqy-GCyY_I6ghX-V1kBRQ,2024-05-03T22:52:51.100599Z
munah jane,,UCW-vB9mlF9kmploRxVACv3w,2020-03-08T16:40:16.023257Z
Rico Warui,"This is a photography & film-making channel where I post some of the projects I work on, behind the scenes footage, vlogs & occasionally, some tech reviews.",UCW3qlUoYk98CV9AQWY-_q2g,2019-01-09T18:13:25.163297Z
Yemi Alade,"Official Youtube Channel for YEMI ALADE, Subscribe for new music and exclusive videos!",UCWD1TnmmbbynUSp8tkadR-g,2018-04-18T23:45:26.811054Z
Common,,UCWDdmG2ZzOsUPBMWTU3xkNg,2019-12-26T01:01:24.761751Z
Wyclef Jean,"Wyclef Jean on Vevo - Official Music Videos, Live Performances, Interviews and more...",UCWGLnosvbSs_SGnqS7qQAmA,2018-04-04T13:43:49.447107Z
Coding with Lewis,"My name is Lewis. I am on a mission to inspire developers and tech enthusiasts. 🧑‍💻

Professionally coding since 2016!

Business: sydney@lewismenelaws.com",UCWI-ohtRu8eEeDj93hmUsUQ,2025-03-22T20:45:02.585456Z
Kwame Rĩgĩi,African Otter-AgamLoong',UCWMShlHNTABYP071y3tQx-w,2015-12-14T15:58:08Z
Mwalimu Rachel TV,A mixture of content!,UCWQlq5ckw5dN5ZvPNsggN2w,2020-01-25T17:42:28.830806Z
Jetta,,UCWRx1axMFHw_292fNfLtxWg,2018-04-27T23:34:57.958425Z
Hailee Steinfeld,,UCWfytcGFwPSMwvP5HYuXGqw,2018-05-11T01:07:20.318649Z
